Year,Entity,Gas production(m³),Gas consumption(m³),Coal production(Ton),Coal consumption(Ton),Oil production(m³),Oil consumption(m³),Gas production per capita(m³),Gas consumption per capita(m³),Coal production per capita(Ton),Coal consumption per capita(Ton),Oil production per capita(m³),Oil consumption per capita(m³),Population
2016,Kiribati,0,0,0,0,0,26050,0,0,0,0,0,0.2315,112500
2017,Kiribati,0,0,0,0,0,29590,0,0,0,0,0,0.2593,114200
2018,Kiribati,0,0,0,0,0,29820,0,0,0,0,0,0.2574,115800
2019,Kiribati,0,0,0,0,0,30020,0,0,0,0,0,0.2553,117600
2020,Kiribati,0,0,0,0,0,,0,0,0,0,0,,119400
2021,Kiribati,,,,,,,,,,,,,121400
2008,Kosovo,0,0,7718000,7432000,,662900,,,,,,,
2009,Kosovo,0,0,8591000,8488000,,706400,,,,,,,
2010,Kosovo,0,0,8649000,8545000,,663900,,,,,,,
2011,Kosovo,0,0,8293000,8193000,,770800,,,,,,,
2012,Kosovo,0,0,8684000,8580000,,701500,,,,,,,
2013,Kosovo,0,0,8219000,8200000,,705200,,,,,,,
2014,Kosovo,0,0,7204000,7181000,,661300,,,,,,,
2015,Kosovo,0,0,8241000,8219000,,804300,,,,,,,
2016,Kosovo,0,0,8801000,8786000,,813000,,,,,,,
2017,Kosovo,0,0,7575000,7564000,,729400,,,,,,,
2018,Kosovo,0,0,7661000,7662000,,749600,,,,,,,
2019,Kosovo,0,0,8063000,8048000,,745500,,,,,,,
2020,Kosovo,0,0,8538000,8549000,,,,,,,,,
2021,Kosovo,,,,,,,,,,,,,
1973,Kuwait,,,,,175400000,,,,,,193.6,,905600
1974,Kuwait,,,,,147900000,,,,,,153.7,,961800
1975,Kuwait,,,,,121000000,,,,,,118.4,,1022000
1976,Kuwait,,,,,124600000,,,,,,114.7,,1086000
1977,Kuwait,,,,,114300000,,,,,,99.11,,1154000
1978,Kuwait,,,,,123700000,,,,,,101.1,,1224000
1979,Kuwait,,,,,145200000,,,,,,112,,1296000
1980,Kuwait,6910000000,6910000000,0,0,96170000,6155000,5049,5049,0,0,70.27,4.497,1369000
1981,Kuwait,2832000000,2832000000,0,0,65340000,6736000,1968,1968,0,0,45.4,4.68,1439000
1982,Kuwait,2832000000,2832000000,0,0,47790000,6852000,1878,1878,0,0,31.7,4.545,1508000
1983,Kuwait,3512000000,3512000000,0,0,61790000,7143000,2227,2227,0,0,39.18,4.529,1577000
1984,Kuwait,4078000000,4078000000,0,0,67170000,6968000,2468,2468,0,0,40.65,4.218,1652000
1985,Kuwait,3965000000,3965000000,0,0,59380000,7026000,2285,2285,0,0,34.22,4.049,1735000
1986,Kuwait,4899000000,5409000000,0,0,82400000,6875000,2674,2952,0,0,44.97,3.752,1832000
1987,Kuwait,5296000000,8043000000,0,0,92040000,6637000,2731,4148,0,0,47.47,3.423,1939000
1988,Kuwait,6514000000,9940000000,0,0,86620000,7015000,3201,4885,0,0,42.57,3.447,2035000
1989,Kuwait,8156000000,11750000000,0,0,103500000,7212000,3897,5616,0,0,49.48,3.446,2093000
1990,Kuwait,4191000000,6191000000,0,0,68230000,4948000,2000,2955,0,0,32.56,2.361,2095000
1991,Kuwait,509800000,509800000,0,0,11030000,5505000,251,251,0,0,5.432,2.71,2031000
1992,Kuwait,2620000000,2620000000,0,0,61460000,6997000,1370,1370,0,0,32.14,3.659,1912000
1993,Kuwait,5421000000,5421000000,0,0,107600000,7578000,3058,3058,0,0,60.68,4.275,1773000
1994,Kuwait,5971000000,5971000000,0,0,117600000,9634000,3598,3598,0,0,70.87,5.806,1659000
1995,Kuwait,5971000000,5971000000,0,0,119500000,10030000,3718,3718,0,0,74.4,6.248,1606000
1996,Kuwait,5971000000,5971000000,0,0,119700000,10960000,3670,3670,0,0,73.59,6.739,1627000
1997,Kuwait,9271000000,9271000000,0,0,116600000,12360000,5421,5421,0,0,68.15,7.225,1710000
1998,Kuwait,9001000000,9001000000,0,0,121100000,13840000,4916,4916,0,0,66.13,7.56,1831000
1999,Kuwait,8641000000,8641000000,0,0,110200000,16590000,4428,4428,0,0,56.47,8.501,1952000
2000,Kuwait,9601000000,9601000000,0,18.91,120700000,12660000,4695,4695,0,0.000009245,59.02,6.192,2045000
2001,Kuwait,8501000000,8501000000,0,69.63,116000000,14240000,4042,4042,0,0.00003311,55.15,6.772,2103000
2002,Kuwait,8001000000,8001000000,0,123.6,110000000,16040000,3744,3744,0,0.00005783,51.47,7.508,2137000
2003,Kuwait,9101000000,9101000000,0,69.85,124000000,16910000,4210,4210,0,0.00003231,57.38,7.821,2162000
2004,Kuwait,9701000000,9701000000,0,112.4,138000000,17290000,4409,4409,0,0.00005107,62.69,7.857,2200000
2005,Kuwait,12300000000,12300000000,0,566,146900000,19290000,5419,5419,0,0.0002493,64.69,8.496,2270000
2006,Kuwait,12410000000,12410000000,0,1020,147200000,18880000,5229,5229,0,0.0004295,62.03,7.954,2374000
2007,Kuwait,12060000000,12060000000,0,824.1,143100000,21270000,4817,4817,0,0.0003291,57.14,8.494,2504000
2008,Kuwait,12700000000,12700000000,0,519.9,150200000,22980000,4782,4782,0,0.0001958,56.53,8.653,2656000
2009,Kuwait,11490000000,12380000000,0,995.3,136500000,30370000,4073,4389,0,0.0003528,48.37,10.77,2821000
2010,Kuwait,11730000000,14520000000,0,1471,133600000,27640000,3922,4855,0,0.0004915,44.65,9.24,2992000
2011,Kuwait,13530000000,16990000000,0,22430,146900000,26520000,4272,5364,0,0.00708,46.38,8.37,3168000
2012,Kuwait,15520000000,18170000000,0,238200,153000000,26920000,4633,5425,0,0.07113,45.69,8.039,3349000
2013,Kuwait,16310000000,18490000000,0,263900,156800000,27900000,4626,5244,0,0.07485,44.46,7.912,3526000
2014,Kuwait,15030000000,18340000000,0,368100,156300000,26190000,4072,4969,0,0.09972,42.35,7.096,3691000
2015,Kuwait,16910000000,20910000000,0,382500,166000000,26190000,4409,5452,0,0.09973,43.28,6.828,3836000
2016,Kuwait,17290000000,22260000000,0,351200,173000000,25380000,4370,5627,0,0.08875,43.72,6.413,3957000
2017,Kuwait,17100000000,21710000000,0,240500,164100000,24160000,4217,5353,0,0.05929,40.46,5.957,4056000
2018,Kuwait,17740000000,21800000000,0,335200,166200000,24620000,4287,5269,0,0.08101,40.17,5.951,4137000
2019,Kuwait,19510000000,24330000000,0,255300,163800000,19860000,4638,5782,0,0.06068,38.93,4.721,4207000
2020,Kuwait,,,0,59230,147800000,,,,0,0.01387,34.6,,4271000
2021,Kuwait,,,,,,,,,,,,,4329000
1992,Kyrgyzstan,99970000,2400000000,2151000,2481000,121900,1864000,22.44,538.9,0.4829,0.557,0.02738,0.4185,4454000
1993,Kyrgyzstan,39930000,2240000000,1721000,2218000,110300,1127000,8.906,499.6,0.3838,0.4947,0.02461,0.2512,4484000
1994,Kyrgyzstan,35120000,1800000000,845000,1380000,88040,511000,7.771,398.4,0.187,0.3055,0.01948,0.1131,4519000
1995,Kyrgyzstan,34830000,879900000,463000,1084000,110300,679400,7.629,192.7,0.1014,0.2375,0.02416,0.1488,4566000
1996,Kyrgyzstan,24070000,1824000000,409000,1162000,110300,714300,5.2,394.1,0.08835,0.251,0.02383,0.1543,4629000
1997,Kyrgyzstan,18000000,1920000000,522000,1227000,98720,592500,3.826,408.1,0.1109,0.2608,0.02098,0.1259,4706000
1998,Kyrgyzstan,14000000,1914000000,432000,1219000,92910,813200,2.925,399.9,0.09025,0.2547,0.01941,0.1699,4787000
1999,Kyrgyzstan,10000000,1910000000,417000,1217000,87600,673900,2.057,393,0.08578,0.2504,0.01802,0.1386,4861000
2000,Kyrgyzstan,13000000,1913000000,425000,1127000,116100,550300,2.642,388.8,0.08637,0.229,0.0236,0.1118,4921000
2001,Kyrgyzstan,16000000,2016000000,476000,790000,116100,504700,3.224,406.3,0.09591,0.1592,0.0234,0.1017,4963000
2002,Kyrgyzstan,10000000,1200000000,459000,1242000,88270,592100,2.004,240.4,0.09196,0.2488,0.01768,0.1186,4991000
2003,Kyrgyzstan,27000000,737100000,416000,1471000,80140,590400,5.386,147,0.08298,0.2934,0.01598,0.1178,5014000
2004,Kyrgyzstan,29000000,919100000,461000,1361000,81300,640400,5.756,182.4,0.09149,0.2701,0.01613,0.1271,5039000
2005,Kyrgyzstan,30000000,740100000,335000,1307000,116100,811900,5.912,145.8,0.06601,0.2575,0.02288,0.16,5075000
2006,Kyrgyzstan,26000000,776100000,321000,1242000,116100,1011000,5.074,151.5,0.06264,0.2424,0.02266,0.1973,5124000
2007,Kyrgyzstan,18400000,768500000,395000,1419000,58070,1315000,3.55,148.2,0.07619,0.2737,0.0112,0.2537,5184000
2008,Kyrgyzstan,30000000,750100000,485000,1966000,58070,1453000,5.71,142.7,0.0923,0.3741,0.01105,0.2764,5255000
2009,Kyrgyzstan,15400000,655500000,607000,1731000,58070,1774000,2.887,122.9,0.1138,0.3245,0.01089,0.3325,5335000
2010,Kyrgyzstan,12000000,462100000,575000,1688000,58070,1549000,2.213,85.21,0.106,0.3113,0.01071,0.2857,5422000
2011,Kyrgyzstan,10000000,400000000,831000,1829000,58070,1646000,1.812,72.5,0.1506,0.3315,0.01052,0.2982,5518000
2012,Kyrgyzstan,6001000,426100000,1164000,2569000,58070,2108000,1.067,75.79,0.2071,0.457,0.01033,0.3749,5622000
2013,Kyrgyzstan,32000000,406000000,1408000,2022000,58070,2105000,5.584,70.85,0.2457,0.3528,0.01013,0.3672,5731000
2014,Kyrgyzstan,34000000,429100000,1803000,2552000,58070,1868000,5.818,73.41,0.3085,0.4367,0.009936,0.3195,5845000
2015,Kyrgyzstan,30000000,180000000,1843000,2629000,58070,1992000,5.035,30.21,0.3093,0.4412,0.009745,0.3343,5959000
2016,Kyrgyzstan,27190000,187800000,1851000,2220000,58070,2323000,4.476,30.93,0.3047,0.3655,0.00956,0.3824,6074000
2017,Kyrgyzstan,27190000,187800000,1871000,2144000,57770,2019000,4.393,30.35,0.3023,0.3464,0.009333,0.3262,6190000
2018,Kyrgyzstan,28470000,218500000,2395000,2029000,52260,2304000,4.517,34.66,0.38,0.3218,0.008289,0.3655,6304000
2019,Kyrgyzstan,25560000,207900000,2606000,1878000,47390,1865000,3.983,32.4,0.4062,0.2928,0.007387,0.2907,6416000
2020,Kyrgyzstan,,,2287000,1717000,43980,,,,0.3505,0.2632,0.00674,,6524000
2021,Kyrgyzstan,,,,,,,,,,,,,6628000
1980,Laos,0,0,0,0,0,174200,0,0,0,0,0,0.05347,3258000
1981,Laos,0,0,0,0,0,69680,0,0,0,0,0,0.02097,3323000
1982,Laos,0,0,0,0,0,63880,0,0,0,0,0,0.01878,3401000
1983,Laos,0,0,0,0,0,69680,0,0,0,0,0,0.01997,3490000
1984,Laos,0,0,0,0,0,63880,0,0,0,0,0,0.01781,3586000
1985,Laos,0,0,0,0,0,69680,0,0,0,0,0,0.0189,3688000
1986,Laos,0,0,0,0,0,87100,0,0,0,0,0,0.02296,3794000
1987,Laos,0,0,0,0,0,87100,0,0,0,0,0,0.0223,3906000
1988,Laos,0,0,0,0,0,87100,0,0,0,0,0,0.02166,4021000
1989,Laos,0,0,0,0,0,98720,0,0,0,0,0,0.02385,4139000
1990,Laos,0,0,3000,3000,0,98720,0,0,0.0007045,0.0007045,0,0.02318,4258000
1991,Laos,0,0,5000,5000,0,116100,0,0,0.001142,0.001142,0,0.02652,4379000
1992,Laos,0,0,9000,9000,0,116100,0,0,0.002,0.002,0,0.02581,4500000
1993,Laos,0,0,14000,14000,0,116100,0,0,0.00303,0.00303,0,0.02514,4620000
1994,Laos,0,0,19000,19000,0,121900,0,0,0.004012,0.004012,0,0.02575,4736000
1995,Laos,0,0,23000,23000,0,127800,0,0,0.004746,0.004746,0,0.02636,4846000
1996,Laos,0,0,50700,26870,0,139400,0,0,0.01024,0.005426,0,0.02815,4951000
1997,Laos,0,0,95400,23970,0,156800,0,0,0.01889,0.004747,0,0.03105,5050000
1998,Laos,0,0,156000,21080,0,156800,0,0,0.03032,0.004097,0,0.03048,5145000
1999,Laos,0,0,210000,18180,0,156800,0,0,0.04011,0.003473,0,0.02995,5235000
2000,Laos,0,0,229400,15290,0,408000,0,0,0.04309,0.002872,0,0.07665,5324000
2001,Laos,0,0,247000,19850,0,441300,0,0,0.04565,0.003669,0,0.08157,5410000
2002,Laos,0,0,265300,31420,0,452300,0,0,0.0483,0.00572,0,0.08234,5493000
2003,Laos,0,0,291100,38310,0,483100,0,0,0.05221,0.00687,0,0.08663,5577000
2004,Laos,0,0,346500,46470,0,493400,0,0,0.06119,0.008207,0,0.08714,5662000
2005,Laos,0,0,370500,50500,0,534600,0,0,0.06442,0.00878,0,0.09295,5752000
2006,Laos,0,0,404400,62000,0,652400,0,0,0.06918,0.01061,0,0.1116,5846000
2007,Laos,0,0,456700,98180,0,627800,0,0,0.07683,0.01652,0,0.1056,5945000
2008,Laos,0,0,504100,124800,0,713400,0,0,0.08337,0.02064,0,0.118,6047000
2009,Laos,0,0,568000,168500,0,808800,0,0,0.09238,0.0274,0,0.1315,6149000
2010,Laos,0,0,733400,288300,0,840300,0,0,0.1174,0.04613,0,0.1345,6249000
2011,Laos,0,0,845600,389500,0,867400,0,0,0.1332,0.06136,0,0.1366,6348000
2012,Laos,0,0,941400,443700,0,966900,0,0,0.1461,0.06885,0,0.15,6445000
2013,Laos,0,0,1055000,810000,0,992500,0,0,0.1613,0.1238,0,0.1517,6541000
2014,Laos,0,0,1168000,859500,0,1030000,0,0,0.176,0.1294,0,0.1551,6640000
2015,Laos,0,0,4793000,4793000,0,1195000,0,0,0.711,0.711,0,0.1773,6741000
2016,Laos,0,0,13240000,12880000,0,1201000,0,0,1.933,1.882,0,0.1754,6846000
2017,Laos,0,0,13570000,12900000,0,1233000,0,0,1.952,1.856,0,0.1774,6953000
2018,Laos,0,0,16050000,13020000,0,1371000,0,0,2.272,1.843,0,0.1941,7061000
2019,Laos,0,0,15430000,18670000,0,1119000,0,0,2.152,2.604,0,0.1561,7169000
2020,Laos,0,0,16040000,15820000,0,,0,0,2.205,2.175,0,,7276000
2021,Laos,,,,,,,,,,,,,7379000
1992,Latvia,0,1600000000,0,251200,0,3134000,0,610.7,0,0.09589,0,1.196,2620000
1993,Latvia,0,800000000,0,278800,0,3020000,0,309.8,0,0.1079,0,1.169,2583000
1994,Latvia,0,700100000,0,259600,0,2901000,0,275.2,0,0.1021,0,1.141,2544000
1995,Latvia,0,1100000000,0,234000,0,2287000,0,438.6,0,0.09329,0,0.9116,2508000
1996,Latvia,0,1000000000,0,208000,0,2381000,0,403.5,0,0.08391,0,0.9605,2479000
1997,Latvia,0,1300000000,0,216000,0,2104000,0,530,0,0.08805,0,0.8578,2453000
1998,Latvia,0,1300000000,0,146000,0,2030000,0,534.9,0,0.06007,0,0.8352,2431000
1999,Latvia,0,1290000000,0,126000,0,1913000,0,535.8,0,0.05232,0,0.7944,2408000
2000,Latvia,0,1600000000,0,97000,0,1644000,0,671.2,0,0.04069,0,0.6896,2384000
2001,Latvia,0,1700000000,0,127000,0,1846000,0,720.8,0,0.05384,0,0.7826,2359000
2002,Latvia,0,1700000000,0,102000,0,1870000,0,728.9,0,0.04373,0,0.8016,2333000
2003,Latvia,0,1800000000,0,101000,0,1922000,0,780.7,0,0.0438,0,0.8336,2306000
2004,Latvia,0,1910000000,0,98000,0,1986000,0,838.2,0,0.043,0,0.8716,2279000
2005,Latvia,0,1940000000,0,120000,0,2087000,0,861.6,0,0.05329,0,0.9267,2252000
2006,Latvia,0,1900000000,0,130000,0,2173000,0,854,0,0.05843,0,0.9767,2225000
2007,Latvia,0,1650000000,0,162000,0,2312000,0,750.7,0,0.0737,0,1.052,2198000
2008,Latvia,0,1270000000,0,162000,0,2215000,0,585,0,0.07461,0,1.02,2171000
2009,Latvia,0,1560000000,0,130000,0,2099000,0,727.4,0,0.06061,0,0.9787,2145000
2010,Latvia,0,1821000000,0,167000,0,2174000,0,859.5,0,0.07882,0,1.026,2119000
2011,Latvia,0,1604000000,0,172000,0,1988000,0,766.2,0,0.08216,0,0.9494,2094000
2012,Latvia,0,1508000000,0,139000,0,1985000,0,728.9,0,0.06718,0,0.9593,2069000
2013,Latvia,0,1461000000,0,121000,0,2014000,0,714.5,0,0.05917,0,0.9849,2045000
2014,Latvia,0,1313000000,0,102000,0,2026000,0,649.7,0,0.05047,0,1.002,2021000
2015,Latvia,0,1325000000,0,81000,0,2133000,0,663.4,0,0.04055,0,1.068,1998000
2016,Latvia,0,1372000000,0,61560,0,2188000,0,695,0,0.03118,0,1.108,1974000
2017,Latvia,0,1210000000,0,65370,0,2224000,0,620.2,0,0.0335,0,1.14,1951000
2018,Latvia,0,1422000000,0,78150,0,2051000,0,737.5,0,0.04053,0,1.063,1928000
2019,Latvia,0,1345000000,0,67470,0,2317000,0,705.2,0,0.03539,0,1.215,1907000
2020,Latvia,0,1068000000,0,39290,0,2055000,0,566.2,0,0.02083,0,1.09,1886000
2021,Latvia,,,,,,,,,,,,,1867000
1980,Lebanon,0,0,0,0,0,2613000,0,0,0,0,0,1.009,2589000
1981,Lebanon,0,0,0,0,0,2439000,0,0,0,0,0,0.9401,2594000
1982,Lebanon,0,0,0,0,0,2381000,0,0,0,0,0,0.9136,2606000
1983,Lebanon,0,0,0,0,0,2497000,0,0,0,0,0,0.9523,2622000
1984,Lebanon,0,0,0,0,0,2381000,0,0,0,0,0,0.9025,2638000
1985,Lebanon,0,0,0,0,0,2787000,0,0,0,0,0,1.051,2652000
1986,Lebanon,0,0,0,0,0,2660000,0,0,0,0,0,0.9995,2661000
1987,Lebanon,0,0,0,0,0,2782000,0,0,0,0,0,1.043,2668000
1988,Lebanon,0,0,0,0,0,2485000,0,0,0,0,0,0.9258,2685000
1989,Lebanon,0,0,0,0,0,2015000,0,0,0,0,0,0.7391,2726000
1990,Lebanon,0,0,0,0,0,1916000,0,0,0,0,0,0.6837,2803000
1991,Lebanon,0,0,0,0,0,3089000,0,0,0,0,0,1.057,2922000
1992,Lebanon,0,0,0,0,0,3229000,0,0,0,0,0,1.05,3076000
1993,Lebanon,0,0,0,111000,0,3966000,0,0,0,0.0342,0,1.222,3246000
1994,Lebanon,0,0,0,112000,0,4442000,0,0,0,0.03291,0,1.305,3403000
1995,Lebanon,0,0,0,185000,0,4797000,0,0,0,0.05243,0,1.359,3528000
1996,Lebanon,0,0,0,222000,0,4982000,0,0,0,0.06149,0,1.38,3611000
1997,Lebanon,0,0,0,227000,0,5690000,0,0,0,0.06205,0,1.555,3658000
1998,Lebanon,0,0,0,192500,0,5783000,0,0,0,0.05212,0,1.566,3694000
1999,Lebanon,0,0,0,177700,0,6044000,0,0,0,0.04743,0,1.613,3748000
2000,Lebanon,0,0,0,147000,0,5414000,0,0,0,0.03825,0,1.409,3843000
2001,Lebanon,0,0,0,140200,0,5820000,0,0,0,0.03514,0,1.458,3991000
2002,Lebanon,0,0,0,133500,0,5809000,0,0,0,0.03192,0,1.389,4182000
2003,Lebanon,0,0,0,66980,0,5836000,0,0,0,0.01526,0,1.33,4388000
2004,Lebanon,0,0,0,79340,0,5881000,0,0,0,0.01736,0,1.287,4569000
2005,Lebanon,0,0,0,78180,0,5603000,0,0,0,0.01664,0,1.192,4699000
2006,Lebanon,0,0,0,77030,0,5247000,0,0,0,0.01618,0,1.102,4760000
2007,Lebanon,0,0,0,80070,0,4580000,0,0,0,0.0168,0,0.9607,4767000
2008,Lebanon,0,0,0,83110,0,6131000,0,0,0,0.01744,0,1.287,4765000
2009,Lebanon,0,40000000,0,118600,0,7456000,0,8.312,0,0.02463,0,1.549,4813000
2010,Lebanon,0,150000000,0,190700,0,6957000,0,30.29,0,0.03849,0,1.405,4953000
2011,Lebanon,0,0,0,254300,0,7204000,0,0,0,0.04889,0,1.385,5202000
2012,Lebanon,0,0,0,237300,0,8136000,0,0,0,0.04286,0,1.469,5538000
2013,Lebanon,0,0,0,171000,0,8072000,0,0,0,0.02893,0,1.365,5913000
2014,Lebanon,0,0,0,203600,0,8594000,0,0,0,0.03252,0,1.373,6261000
2015,Lebanon,0,0,0,161000,0,9465000,0,0,0,0.02465,0,1.449,6533000
2016,Lebanon,0,0,0,123400,0,9786000,0,0,0,0.01837,0,1.458,6714000
2017,Lebanon,0,0,0,116800,0,10370000,0,0,0,0.01712,0,1.52,6819000
2018,Lebanon,0,0,0,169800,0,9784000,0,0,0,0.02476,0,1.426,6859000
2019,Lebanon,0,0,0,238000,0,9784000,0,0,0,0.03472,0,1.427,6856000
2020,Lebanon,0,0,0,268000,0,,0,0,0,0.03927,0,,6825000
2021,Lebanon,,,,,,,,,,,,,6769000
1980,Lesotho,0,0,0,0,0,58070,0,0,0,0,0,0.04333,1340000
1981,Lesotho,0,0,0,0,0,58070,0,0,0,0,0,0.04215,1378000
1982,Lesotho,0,0,0,0,0,58070,0,0,0,0,0,0.04103,1415000
1983,Lesotho,0,0,0,0,0,58070,0,0,0,0,0,0.03997,1453000
1984,Lesotho,0,0,0,0,0,58070,0,0,0,0,0,0.03898,1490000
1985,Lesotho,0,0,0,0,0,63880,0,0,0,0,0,0.04186,1526000
1986,Lesotho,0,0,0,0,0,67000,0,0,0,0,0,0.0429,1562000
1987,Lesotho,0,0,0,0,0,67000,0,0,0,0,0,0.04197,1596000
1988,Lesotho,0,0,0,0,0,45910,0,0,0,0,0,0.02815,1631000
1989,Lesotho,0,0,0,0,0,67000,0,0,0,0,0,0.0402,1667000
1990,Lesotho,0,0,0,0,0,67000,0,0,0,0,0,0.03933,1704000
1991,Lesotho,0,0,0,0,0,67000,0,0,0,0,0,0.03845,1743000
1992,Lesotho,0,0,0,0,0,66870,0,0,0,0,0,0.03752,1782000
1993,Lesotho,0,0,0,0,0,66200,0,0,0,0,0,0.03633,1822000
1994,Lesotho,0,0,0,0,0,72590,0,0,0,0,0,0.039,1861000
1995,Lesotho,0,0,0,0,0,72590,0,0,0,0,0,0.03823,1899000
1996,Lesotho,0,0,0,0,0,72590,0,0,0,0,0,0.03753,1934000
1997,Lesotho,0,0,0,0,0,72590,0,0,0,0,0,0.03688,1968000
1998,Lesotho,0,0,0,0,0,69680,0,0,0,0,0,0.03489,1998000
1999,Lesotho,0,0,0,0,0,69680,0,0,0,0,0,0.0345,2020000
2000,Lesotho,0,0,0,0,0,160600,0,0,0,0,0,0.07902,2033000
2001,Lesotho,0,0,0,0,0,162300,0,0,0,0,0,0.07973,2036000
2002,Lesotho,0,0,0,0,0,165800,0,0,0,0,0,0.08167,2030000
2003,Lesotho,0,0,0,0,0,165600,0,0,0,0,0,0.08204,2018000
2004,Lesotho,0,0,0,0,0,174300,0,0,0,0,0,0.08687,2006000
2005,Lesotho,0,0,0,0,0,173900,0,0,0,0,0,0.08714,1996000
2006,Lesotho,0,0,0,0,0,172300,0,0,0,0,0,0.08657,1990000
2007,Lesotho,0,0,0,0,0,223300,0,0,0,0,0,0.1124,1987000
2008,Lesotho,0,0,0,0,0,186100,0,0,0,0,0,0.09363,1987000
2009,Lesotho,0,0,0,0,0,214300,0,0,0,0,0,0.1077,1990000
2010,Lesotho,0,0,0,0,0,221000,0,0,0,0,0,0.1108,1996000
2011,Lesotho,0,0,0,0,0,230700,0,0,0,0,0,0.1151,2004000
2012,Lesotho,0,0,0,0,0,247300,0,0,0,0,0,0.1227,2015000
2013,Lesotho,0,0,0,0,0,248800,0,0,0,0,0,0.1226,2029000
2014,Lesotho,0,0,0,0,0,260000,0,0,0,0,0,0.1273,2043000
2015,Lesotho,0,0,0,0,0,251800,0,0,0,0,0,0.1223,2059000
2016,Lesotho,0,0,0,0,0,277400,0,0,0,0,0,0.1337,2075000
2017,Lesotho,0,0,0,0,0,303000,0,0,0,0,0,0.1449,2092000
2018,Lesotho,0,0,0,0,0,295900,0,0,0,0,0,0.1403,2108000
2019,Lesotho,0,0,0,0,0,298900,0,0,0,0,0,0.1406,2125000
2020,Lesotho,0,0,0,0,0,,0,0,0,0,0,,2142000
2021,Lesotho,,,,,,,,,,,,,2159000
1980,Liberia,0,0,0,0,0,754900,0,0,0,0,0,0.4074,1853000
1981,Liberia,0,0,0,0,0,696800,0,0,0,0,0,0.3632,1919000
1982,Liberia,0,0,0,0,0,696800,0,0,0,0,0,0.3503,1989000
1983,Liberia,0,0,0,0,0,696800,0,0,0,0,0,0.3387,2057000
1984,Liberia,0,0,0,0,0,638800,0,0,0,0,0,0.3025,2112000
1985,Liberia,0,0,0,0,0,638800,0,0,0,0,0,0.2977,2146000
1986,Liberia,0,0,0,0,0,473700,0,0,0,0,0,0.2195,2158000
1987,Liberia,0,0,0,0,0,352100,0,0,0,0,0,0.1635,2153000
1988,Liberia,0,0,0,0,0,458800,0,0,0,0,0,0.215,2134000
1989,Liberia,0,0,0,0,0,373500,0,0,0,0,0,0.1773,2106000
1990,Liberia,0,0,0,0,0,222500,0,0,0,0,0,0.1072,2076000
1991,Liberia,0,0,0,0,0,127600,0,0,0,0,0,0.06253,2040000
1992,Liberia,0,0,0,0,0,133400,0,0,0,0,0,0.06663,2002000
1993,Liberia,0,0,0,0,0,147000,0,0,0,0,0,0.07438,1977000
1994,Liberia,0,0,0,0,0,147000,0,0,0,0,0,0.07401,1986000
1995,Liberia,0,0,0,0,0,147000,0,0,0,0,0,0.0719,2045000
1996,Liberia,0,0,0,0,0,152800,0,0,0,0,0,0.07074,2160000
1997,Liberia,0,0,0,0,0,152800,0,0,0,0,0,0.0657,2326000
1998,Liberia,0,0,0,0,0,158600,0,0,0,0,0,0.06301,2517000
1999,Liberia,0,0,0,0,0,158600,0,0,0,0,0,0.05876,2700000
2000,Liberia,0,0,0,0,0,178900,0,0,0,0,0,0.0628,2848000
2001,Liberia,0,0,0,0,0,192000,0,0,0,0,0,0.06499,2954000
2002,Liberia,0,0,0,0,0,189500,0,0,0,0,0,0.06266,3025000
2003,Liberia,0,0,0,0,0,207700,0,0,0,0,0,0.0675,3077000
2004,Liberia,0,0,0,0,0,225400,0,0,0,0,0,0.07188,3136000
2005,Liberia,0,0,0,0,0,264300,0,0,0,0,0,0.08213,3218000
2006,Liberia,0,0,0,0,0,271900,0,0,0,0,0,0.08167,3329000
2007,Liberia,0,0,0,0,0,252500,0,0,0,0,0,0.07293,3462000
2008,Liberia,0,0,0,0,0,222400,0,0,0,0,0,0.06163,3608000
2009,Liberia,0,0,0,0,0,206100,0,0,0,0,0,0.0549,3754000
2010,Liberia,0,0,0,0,0,323800,0,0,0,0,0,0.08322,3891000
2011,Liberia,0,0,0,0,0,362000,0,0,0,0,0,0.09011,4017000
2012,Liberia,0,0,0,0,0,399500,0,0,0,0,0,0.0966,4136000
2013,Liberia,0,0,0,0,0,358700,0,0,0,0,0,0.08444,4248000
2014,Liberia,0,0,0,0,0,469700,0,0,0,0,0,0.1077,4360000
2015,Liberia,0,0,0,0,0,475100,0,0,0,0,0,0.1062,4472000
2016,Liberia,0,0,0,0,0,542900,0,0,0,0,0,0.1184,4587000
2017,Liberia,0,0,0,0,0,468800,0,0,0,0,0,0.0997,4702000
2018,Liberia,0,0,0,0,0,532100,0,0,0,0,0,0.1104,4819000
2019,Liberia,0,0,0,0,0,532100,0,0,0,0,0,0.1078,4937000
2020,Liberia,0,0,0,0,0,,0,0,0,0,0,,5058000
2021,Liberia,,,,,,,,,,,,,5180000
1973,Libya,,,,,126300000,,,,,,51.96,,2431000
1974,Libya,,,,,88320000,,,,,,34.81,,2537000
1975,Libya,,,,,85940000,,,,,,32.49,,2645000
1976,Libya,,,,,112300000,,,,,,40.75,,2755000
1977,Libya,,,,,119800000,,,,,,41.81,,2866000
1978,Libya,,,,,115200000,,,,,,38.65,,2979000
1979,Libya,,,,,121500000,,,,,,39.23,,3097000
1980,Libya,5098000000,5098000000,0,0,103800000,5807000,1583,1583,0,0,32.23,1.804,3219000
